Listings_id,Name,Price,Property_type,Maximum_allowed_guests,Rating_score,quartiere
53530004,Caratteristico Monolocale ai Prati – nel Cuore del Centro,130.0,Entire home,4,4.63,PRATI
32860121,Dimora nel Quartiere Prenestino Labicano – Pittoresco e Centrale,187.0,Entire home,8,4.85,PRENESTINO LABICANO
1061122,Stravagante Mansarda vicino al Circo Massimo,139.0,Entire home,3,4.73,PONTE
6123758,Vivace Studio nel Quartiere Quartaccio,72.0,Entire home,3,4.77,QUARTACCIO
33660111,Appartamento Grazioso nel Quartiere Nuova Romanina,199.0,Entire home,7,5.0,NUOVA ROMANINA
945387638856746978,Grazioso Studio a Roma,160.0,Entire home,3,5.0,SALARIO
36976695,Monolocale nel Quartiere Vallerano – Accogliente e Centrale,55.0,Entire home,2,4.64,VALLERANO
5701670,Attico con Vista – al Ponte,380.0,Entire home,4,5.0,PONTE
1046052448992463746,Tranquillo Suite a Roma,105.0,Entire home,5,4.25,APPIO S. GIOVANNI
21619587,Solare Perla nel Quartiere Monte Lungo,150.0,Entire home,3,5.0,MONTE LUNGO
49627171,Grazioso Loft nel Quartiere Prampolini,48.0,Entire home,2,4.92,PRAMPOLINI
1018973395421601675,Suggestivo Suite nel Quartiere Campo Romano – vicino ai Trasporti,84.0,Entire home,3,4.79,CAMPO ROMANO
24116479,Dimora nel Quartiere S. Alessandro - Pratolungo – Prezioso e Centrale,5900.0,Entire home,5,4.38,S. ALESSANDRO - PRATOLUNGO
12439582,Moderno Casa vicino al Colosseo,80.0,Entire home,4,4.83,CASTEL DI GUIDO NORD
20879895,Tra i Sampietrini – Studio nel Quartiere Tor De' Cenci,60.0,Entire home,4,4.64,TOR DE' CENCI
19925860,Nido Prezioso nel Quartiere Pigna,159.0,Entire home,5,4.91,PIGNA
35183254,Elegante Suite a Roma,154.0,Hotel room,4,5.0,MONTI
2845037,Autentico Appartamento vicino al Tivoli,120.0,Entire home,5,3.78,MANDRIONE
849131317195090541,Nido con Vista – al Trionfale,88.0,Entire home,2,5.0,TRIONFALE
962721116563564207,Il Storico Dimora di Roma,154.0,Entire home,4,5.0,S. BASILIO
1196383234996370406,Monolocale Suggestivo nel Quartiere Nuovo Salario,79.0,Entire home,3,5.0,NUOVO SALARIO
36754332,Pittoresco Nido a Roma,100.0,Entire home,5,5.0,FALCOGNANA-DIVINO AMORE
2409353,Magico Dimora vicino al Pincio,60.0,Entire home,4,4.29,TOR FISCALE
44567599,Stravagante Dimora vicino al Circo Massimo,349.0,Entire home,4,4.67,PIGNA
1153527295368639706,L'Atelier – Villa nel Quartiere Cecafumo,93.0,Entire home,6,5.0,CECAFUMO
21598828,Confortevole Attico a Centocelle – con Vista Mozzafiato,1000.0,Entire home,4,4.71,CENTOCELLE
1043463078169801246,Vintage Casa nel Quartiere Tufello,94.0,Entire home,6,4.79,TUFELLO
944307060900689504,Prezioso Studio nel Quartiere Tor Bella Monaca – a 5 Min dalla Metro,37.0,Entire home,2,2.2,TOR BELLA MONACA
35907575,Il Pittoresco Studio di Roma,100.0,Entire home,2,5.0,TOR FISCALE
894825655181491629,Loft con Vista – nel Quartiere Osteria Del Curato,220.0,Entire home,2,5.0,OSTERIA DEL CURATO
32684111,Tranquillo Monolocale nel Quartiere Vitinia,120.0,Entire home,4,4.76,VITINIA
17045486,Brillante Villa a Roma,95.0,Entire home,8,4.3,LIDO DI CASTEL FUSANO
24798529,Tra Arte e Storia – Angolo nel Quartiere Torre Spaccata,73.0,Private room,2,4.8,TORRE SPACCATA
815711434499730801,La Terrazza – Monolocale nel Quartiere Appio Latino - Alberone,60.0,Entire home,2,4.86,APPIO LATINO - ALBERONE
655234,Loft a Campo Marzio – Incantevole e Centrale,159.0,Entire home,2,4.63,CAMPO MARZIO
37439018,Il Mezzanino – Loft nel Quartiere Boccea,140.0,Entire home,5,4.5,BOCCEA
1070329754861840248,Casa con Vista – nel Quartiere Colle Di Mezzo,150.0,Entire home,4,5.0,COLLE DI MEZZO
21736337,Meraviglioso Angolo nel Quartiere Trullo – Appena Ristrutturato,150.0,Entire home,3,5.0,TRULLO
21621020,Meraviglioso Appartamento a Roma,983.0,Entire home,5,4.5,PONTE
42806232,Con Vista sui Tetti – Rifugio al Ponte,136.0,Entire home,4,4.0,PONTE
1028770409208137560,Stravagante Studio a Roma,320.0,Entire home,4,5.0,EROI TRIONFALE
973100062870291152,Con Vista sui Tetti – Nido all'Esquilino,204.0,Entire home,3,5.0,ESQUILINO
635128407198409232,Speciale Monolocale nel Quartiere Farnesina,104.0,Entire home,4,4.27,FARNESINA
1273143,L'Arco – Attico nel Quartiere Axa,90.0,Entire home,4,4.76,AXA
1130489446114233033,Casa con Vista – nel Quartiere Decima,62.0,Entire home,3,5.0,DECIMA
772435853614807628,Autentico Perla nel Quartiere La Rustica – vicino ai Trasporti,51.0,Entire home,3,4.88,LA RUSTICA
21619587,Il Arioso Perla di Roma,170.0,Entire home,3,5.0,MONTE LUNGO
40246343,Autentico Nido vicino al Trevi,63.0,Entire home,2,4.75,TOR DE' SCHIAVI
975489293172064595,Mansarda Magico nel Quartiere Parco Della Serenissima,47.0,Entire home,3,5.0,PARCO DELLA SERENISSIMA
1109617642101282900,Suggestivo Villa nel Quartiere Nuova Gordiani,153.0,Entire home,8,5.0,NUOVA GORDIANI
559122057572689526,Grazioso Casa nel Quartiere Monteverde Vecchio – a 5 Min dalla Metro,135.0,Entire home,3,4.7,MONTEVERDE VECCHIO
1128077573169481183,Sereno Studio vicino al Tevere,73.0,Entire home,2,4.69,LA MARRANELLA
9296258,Vivace Dimora a Roma,100.0,Entire home,6,4.71,RINNOVAMENTO
984870892115894933,Il Autentico Nido di Roma,102.0,Entire home,4,4.89,PRATI FISCALI
40803948,Camera al Salario – Solare e Centrale,117.0,Private room,2,5.0,SALARIO
857809550063348462,Studio Intimo nel Quartiere San Lorenzo,93.0,Entire home,4,4.36,S. LORENZO
241049,Villa con Vista – nel Quartiere Casal Boccone,75.0,Entire home,6,4.64,CASAL BOCCONE
9296258,Il Moderno Casa di Roma,100.0,Entire home,6,4.71,RINNOVAMENTO
1157837656068870830,Il Chic Villa di Roma,238.0,Entire home,8,4.8,TUSCOLANO
29698467,Luminoso Camera a Roma,50.0,Private room,1,4.91,CENTRO GIANO
907366573930820550,Nido nel Quartiere Labaro – Suggestivo e Centrale,49.0,Entire home,3,4.0,LABARO
1658661,Rustico Loft a Roma,95.0,Entire home,2,4.45,PORTA PORTESE
21269817,Trilocale Antico nel Quartiere Monte Sacro,200.0,Entire home,3,4.67,MONTE SACRO
44204757,Al Terzo Piano – Suite a Castro Pretorio,159.0,Private room,2,4.84,CASTRO PRETORIO
14617119,Studio con Vista – nel Quartiere Gregna S. Andrea,65.0,Entire home,2,4.84,GREGNA S. ANDREA
3011489,Casa nel Quartiere Inviolatella Borghese – Speciale e Centrale,450.0,Entire home,4,5.0,INVIOLATELLA BORGHESE
35028072,Vivace Suite nel Quartiere Quadraretto,75.0,Entire home,4,4.0,QUADRARETTO
926129639625101492,Casa Pittoresco nel Quartiere Vaccareccia,347.0,Entire home,12,4.5,VACCARECCIA
25106843,Meraviglioso Casa nel Quartiere Monte Delle Capre – con Aria Condizionata,150.0,Entire home,3,5.0,MONTE DELLE CAPRE
855768055634927551,Il Sereno Nido di Roma,109.0,Entire home,3,4.5,COLLI PORTUENSI
34262363,Nido con Vista – ai Prati,159.0,Private room,3,4.75,PRATI
840536141179055937,Camera Delizioso nel Quartiere Spinaceto,60.0,Private room,1,5.0,SPINACETO
914527288056249211,Elegante Loft nel Quartiere La Rustica – con Aria Condizionata,110.0,Entire home,4,3.0,LA RUSTICA
654723663402057647,Monolocale con Vista – nel Quartiere Vigne Nuove,45.0,Entire home,2,4.66,VIGNE NUOVE
1123843643834502105,Storico Nido a Roma,96.0,Entire home,2,4.86,SAN GODENZO
8247691,Antico Perla vicino al Trevi,92.0,Entire home,3,4.62,CASAL DEI PAZZI
22223668,Bilocale nel Quartiere Castel Di Leva – Brillante e Centrale,88.0,Entire home,3,5.0,CASTEL DI LEVA
42133368,Il Giardino Segreto – Villa nel Quartiere Baldo Degli Ubaldi,70.0,Entire home,6,5.0,BALDO DEGLI UBALDI
29428484,Studio in Trastevere – Suggestivo e Centrale,161.0,Entire home,4,4.46,TRASTEVERE
28886133,Loft nel Quartiere Laurentino Fonte Ostiense – Autentico e Centrale,88.0,Entire home,2,4.75,LAURENTINO FONTE OSTIENSE
781753839237801273,Loft nel Quartiere Forno Casale – Autentico e Centrale,150.0,Entire home,2,5.0,FORNO CASALE
16040283,Chic Villa a Roma,249.0,Entire home,9,4.33,ROMANINA
964352072851857855,Incantevole Studio nel Quartiere Conca D'Oro – Completamente Attrezzato,132.0,Entire home,2,4.83,CONCA D'ORO
713670736744146657,Tranquillo Casa a Roma,79.0,Entire home,5,4.81,QUADRARO
51391857,Unico Loft vicino al Colosseo,50.0,Entire home,2,4.7,CASAL MONASTERO
34995032,Il Moderno Rifugio di Roma,90.0,Entire home,3,5.0,CASALE NEI
852943567201988222,Studio al Tuscolano – Prezioso e Centrale,75.0,Entire home,4,4.45,TUSCOLANO
744216623939023006,Splendido Dimora nel Quartiere Casal Tidei – con Parcheggio,70.0,Entire home,3,4.76,CASAL TIDEI
889011748975947148,Il Cortile Segreto – Dimora nel Quartiere San Paolo,190.0,Entire home,7,4.67,SAN PAOLO
20985156,Nido nel Quartiere Torre Maura – Bohémien e Centrale,59.0,Entire home,2,4.92,TORRE MAURA
4187316,Suite nel Quartiere Garbatella – Unico e Centrale,200.0,Entire home,4,4.79,GARBATELLA
52397037,Dimora nel Quartiere Vallerano – Intimo e Centrale,214.0,Entire home,10,4.0,VALLERANO
926696338319522921,Loft Sereno nel Quartiere Tor Pignattara,80.0,Entire home,2,4.54,TOR PIGNATTARA
914449040111843364,Elegante Dimora nel Quartiere Prati Fiscali – con Wi-Fi Ultraveloce,84.0,Entire home,4,4.75,PRATI FISCALI
397702,Esclusivo Perla nel Quartiere Tor De' Cenci,59.0,Entire home,3,4.8,TOR DE' CENCI
944920025570148501,Il Delizioso Studio di Roma,130.0,Entire home,2,4.8,OSTIA LEVANTE
33868949,Panoramico Bilocale vicino al Appia,120.0,Entire home,3,5.0,TORREVECCHIA BASSA
1137485086213488005,Il Portico – Trilocale nel Quartiere Acqua Acetosa Ostiense,119.0,Entire home,3,3.0,ACQUA ACETOSA OSTIENSE
35649207,Nido con Vista – nel Quartiere Monte Migliore,40.0,Entire home,2,5.0,MONTE MIGLIORE
907865866803154655,Meraviglioso Suite nel Quartiere Cinecitta' Est,130.0,Entire home,4,4.0,CINECITTA' EST
943371394775084565,Dimora nel Quartiere Castelverde – Vintage e Centrale,259.0,Entire home,4,5.0,CASTELVERDE
25467214,Trilocale Prezioso nel Quartiere Castel Porziano,124.0,Entire home,4,5.0,CASTEL PORZIANO
804441808299213342,La Veranda – Mansarda a Parione,127.0,Entire home,4,4.45,PARIONE
1016837621743088885,Angolo con Vista – nel Quartiere Casal Bruciato,108.0,Entire home,4,5.0,CASAL BRUCIATO
730072,La Terrazza – Dimora nel Quartiere Montespaccato,120.0,Entire home,5,4.76,MONTESPACCATO
907814739994769462,Affascinante Loft a Roma,243.0,Entire home,5,4.58,CASTRO PRETORIO
29199593,Studio nel Quartiere Settecamini – Luminoso e Centrale,70.0,Entire home,4,4.77,SETTECAMINI
52392690,Prezioso Nido nel Quartiere Casal Bernocchi,123.0,Entire home,5,4.6,CASAL BERNOCCHI
1091205290970996865,Trilocale nel Quartiere Mandrione – Sereno e Centrale,116.0,Entire home,4,4.97,MANDRIONE
32638886,Sotto i Pini – Loft al Trionfale,150.0,Entire home,4,4.8,EROI TRIONFALE
673090650426100518,Solare Appartamento nel Quartiere Lunghezzina – Luminosissimo,60.0,Entire home,6,4.92,LUNGHEZZINA
722498639980037969,Intimo Loft vicino al Quirinale,66.0,Entire home,2,5.0,TORAGNOLA
40946240,Attico con Vista – nel Quartiere Italia,95.0,Entire home,5,4.67,ITALIA
1060105000965127902,Rifugio nel Quartiere Prato Fiorito – Incantevole e Centrale,85.0,Entire home,5,4.42,PRATO FIORITO
1208020769681857977,L'Atelier – Monolocale nel Quartiere Colle Tappi,29.0,Entire home,2,5.0,COLLE TAPPI
9022230,Sereno Camera a Roma,59.0,Private room,2,4.7,MONTEVERDE NUOVO
1158431926817468898,Bohémien Loft vicino al Castel Sant'Angelo,114.0,Entire home,5,5.0,QUADRARETTO
18021259,Esclusivo Loft vicino al Piazza Venezia,129.0,Entire home,2,4.93,VERANO
874487554369506375,Raffinato Rifugio nel Quartiere Centroni - Valle Marciana – Luminosissimo,85.0,Entire home,3,5.0,CENTRONI - VALLE MARCIANA
926042579411521657,Il Solare Trilocale di Roma,200.0,Entire home,3,5.0,LUDOVISI
7040652,Chic Loft nel Quartiere Villa Verde,34.0,Entire home,2,4.8,VILLA VERDE
15882232,Al Terzo Piano – Nido nel Quartiere La Sapienza Universita',57.0,Entire home,2,4.46,LA SAPIENZA UNIVERSITA'
7965700,Il Suggestivo Casa di Roma,90.0,Entire home,11,4.7,SACCO PASTORE
909171924936957872,Rustico Perla vicino al Pantheon,127.0,Entire home,4,4.58,MARCONI
667231595749594898,L'Arco – Rifugio al Pigneto,45.0,Private room,1,4.81,PIGNETO
1684765,Nido nel Quartiere Africano – Magico e Centrale,50.0,Entire home,2,4.88,AFRICANO
33142764,La Veranda – Loft nel Quartiere S. Rufina,69.0,Entire home,2,4.89,S. RUFINA
40282890,Confortevole Dimora vicino al Pantheon,117.0,Entire home,4,5.0,FLAMINIO
40464998,Nido Luminoso nel Rione Esquilino,133.0,Private room,2,4.4,ESQUILINO
31424900,Solare Casa nel Quartiere Parco Di Monte Mario – con Wi-Fi Ultraveloce,86.0,Entire home,4,4.88,PARCO DI MONTE MARIO
744216623939023006,Monolocale Prezioso nel Quartiere Casal Tidei,70.0,Entire home,3,4.76,CASAL TIDEI
15582582,Il Sereno Dimora di Roma,95.0,Entire home,8,4.75,PIETRALATA
17074841,Incantevole Nido vicino al Castel Sant'Angelo,100.0,Entire home,2,4.62,TINTORETTO
596115845359080629,Monolocale nel Quartiere Trigoria – Esclusivo e Centrale,64.0,Entire home,2,4.31,TRIGORIA
841208037019879042,Il Rustico Casa di Roma,313.0,Entire home,6,4.94,MONTE DELLE CAPRE
947832573505730716,Suite nel Quartiere Torraccia – Vivace e Centrale,104.0,Entire home,5,4.92,TORRACCIA
23710931,Il Luminoso Loft di Roma,35.0,Entire home,2,4.38,ITALIA
938878,L'Altana – Nido nel Quartiere Ponte Milvio,95.0,Entire home,2,5.0,PONTE MILVIO
40827611,Angolo Delizioso nel Quartiere Garbatella,250.0,Entire home,5,4.07,GARBATELLA
1014485906851512787,Sereno Suite vicino al Foro Romano,70.0,Entire home,4,5.0,MONTE SACRO
24008898,Stravagante Angolo vicino al Tevere,159.0,Private room,2,4.58,MONTI
949217924640161151,Rustico Nido a Roma,69.0,Entire home,4,3.5,LABARO
14290993,Rifugio nel Quartiere Grottarossa – Antico e Centrale,60.0,Entire home,3,4.92,GROTTAROSSA
20369524,Autentico Rifugio al Ludovisi,400.0,Private room,2,2.0,LUDOVISI
1325525,Nido nel Quartiere Veientana – Grazioso e Centrale,130.0,Entire home,2,5.0,VEIENTANA
1117208812563160934,Loft con Vista – nel Quartiere Ponte Milvio,109.0,Entire home,2,4.67,PONTE MILVIO
675517389673067226,Studio Esclusivo nel Quartiere Morena,77.0,Entire home,2,5.0,MORENA
20977770,Stravagante Dimora agli Eroi – Design Esclusivo,314.0,Entire home,10,4.75,EROI TRIONFALE
908787804404476712,Sofisticato Stanza vicino al Tevere,45.0,Private room,2,5.0,BORGHESIANA
40246343,Nido Brillante nel Quartiere Tor De' Schiavi,80.0,Entire home,2,4.79,TOR DE' SCHIAVI
12100407,Mansarda Stravagante nel Quartiere Colle Del Sole,69.0,Entire home,4,4.71,COLLE DEL SOLE
1054444016618324412,Intimo Dimora a Roma,169.0,Entire home,4,4.8,TRIESTE
1044714458167374237,Confortevole Casa nel Rione Regola – nel Cuore del Centro,130.0,Entire home,4,4.0,REGOLA
675928422138700668,Sereno Rifugio vicino al Tevere,123.0,Entire home,4,4.2,ESQUILINO
20978448,Bohémien Suite al Tuscolano,115.0,Private room,2,4.9,TUSCOLANO
986198950910438756,Sotto i Pini – Trilocale nel Quartiere Acquafredda,56.0,Entire home,3,5.0,ACQUAFREDDA
683717184191846230,Perla Unico nel Quartiere Talenti,117.0,Entire home,5,5.0,TALENTI
2543202,Attico Antico nel Quartiere Collina Fleming,95.0,Entire home,4,5.0,COLLINA FLEMING
52684991,Vintage Monolocale nel Quartiere Scalo S. Lorenzo – con Wi-Fi Ultraveloce,136.0,Entire home,2,5.0,SCALO S. LORENZO
15129210,Affascinante Casa vicino al Pincio,300.0,Entire home,6,3.83,OTTAVIA
940433746956159782,Il Romantico Trilocale di Roma,291.0,Entire home,4,5.0,MONTI
18174110,Attico con Vista – nel Quartiere Gregorio Xi,150.0,Entire home,4,4.93,GREGORIO XI
883802571079409175,Esclusivo Villa a Roma,130.0,Entire home,6,4.67,MOSTACCIANO
1021502863354799145,Con Vista sui Tetti – Rifugio al Trionfale,135.0,Entire home,5,4.0,TRIONFALE
983091532872857860,Nido con Vista – nel Quartiere Mezzocammino,93.0,Entire home,2,4.82,MEZZOCAMMINO
959435589046778818,Autentico Monolocale nel Quartiere Portonaccio,75.0,Entire home,4,5.0,PORTONACCIO
734666551950070747,Appartamento nel Quartiere Vescovio – Moderno e Centrale,260.0,Entire home,6,4.85,VESCOVIO
26151625,Intimo Appartamento a Roma,159.0,Entire home,6,4.67,TRASTEVERE
52162224,Antico Appartamento a Trastevere,95.0,Entire home,4,3.91,TRASTEVERE
913127103272226822,Tranquillo Perla a Roma,97.0,Entire home,5,4.63,VILLINI
705426432883460161,Monolocale con Vista – nel Quartiere Trevi,159.0,Entire home,4,4.07,TREVI
16462609,Luminoso Nido a Roma,249.0,Entire home,5,4.51,FLAMINIO
693320055388409293,Rustico Nido vicino al Pincio,120.0,Private room,2,4.33,APPIANO
30366493,Villa nel Quartiere Mazzini – Confortevole e Centrale,159.0,Entire home,6,4.0,MAZZINI
934507146716778349,Dimora Antico nel Quartiere Tufello,80.0,Entire home,4,4.89,TUFELLO
52086564,Elegante Perla vicino al Aventino,287.0,Entire home,4,5.0,VIGNA CLARA
1748628,Intimo Angolo vicino al Palatino,50.0,Private room,4,4.47,TRULLO
1347855,Moderno Studio nel Quartiere Quarto Miglio,50.0,Entire home,2,4.79,QUARTO MIGLIO
677353,Grazioso Appartamento nel Quartiere Salario – Tranquillo e Silenzioso,164.0,Entire home,6,4.04,SALARIO
18221307,Affascinante Nido a Roma,159.0,Entire home,5,4.66,MONTI
49845889,Loft nel Campo Marzio – Grazioso e Centrale,50.0,Entire home,3,4.11,CAMPO MARZIO
16222916,La Veranda – Loft nel Quartiere Cortina D'Ampezzo,110.0,Entire home,2,4.73,CORTINA D'AMPEZZO
709087754310690790,Suite nel Quartiere Grottarossa – Panoramico e Centrale,155.0,Entire home,4,4.5,GROTTAROSSA
657216566992824392,Attico nel Quartiere Selva Candida – Raffinato e Centrale,68.0,Entire home,4,4.3,SELVA CANDIDA
16867259,Grazioso Casa vicino al Colosseo,60.0,Entire home,6,4.64,CASTELVERDE
24968571,Monolocale con Vista – nel Quartiere Garbatella,100.0,Entire home,2,5.0,GARBATELLA
42277303,Sotto i Pini – Appartamento a Mazzini,258.0,Entire home,6,4.77,MAZZINI
11475275,Nido nel Quartiere Casal Palocco – Sereno e Centrale,40.0,Entire home,4,4.71,CASAL PALOCCO
1098360000083453846,Romantico Casa nel Quartiere Colli Aniene – con Aria Condizionata,149.0,Entire home,6,4.57,COLLI ANIENE
855617393691186578,Il Stravagante Loft di Roma,83.0,Entire home,2,4.9,MONTE DEL PECORARO
33142764,Il Elegante Studio di Roma,69.0,Entire home,2,4.89,S. RUFINA
1068222510320690646,Il Giardino Segreto – Monolocale al Trionfale,111.0,Entire home,2,5.0,EROI TRIONFALE
919356939124271210,Nido nel Quartiere Valco S. Paolo – Antico e Centrale,100.0,Entire home,4,4.82,VALCO S. PAOLO
14158723,Autentico Loft nel Quartiere Villa Gordiani – con Vista sui Tetti,83.0,Entire home,2,5.0,VILLA GORDIANI
17431888,Vintage Trilocale nel Quartiere Borghesiana,73.0,Entire home,4,4.91,BORGHESIANA
925474614909830923,Monolocale con Vista – nel Quartiere S. Vittorino,96.0,Entire home,3,4.0,S. VITTORINO
984571761308286902,Storico Villa a Roma,300.0,Entire home,6,5.0,COLLE DEGLI ABETI
1007098690016440760,Casa Elegante a Centocelle,54.0,Entire home,3,4.88,CENTOCELLE
918805227513130516,Trilocale Chic nel Quartiere Monteverde Nuovo,77.0,Entire home,3,4.87,MONTEVERDE NUOVO
650558647782864524,Solare Studio al Tuscolano,90.0,Entire home,2,4.7,TUSCOLANO
35649207,Chic Studio nel Quartiere Monte Migliore – con Parcheggio,40.0,Entire home,2,5.0,MONTE MIGLIORE
23758134,Appartamento con Vista – nel Quartiere Ponte Mammolo,51.0,Entire home,6,4.8,PONTE MAMMOLO
557592355768050596,Splendido Bilocale nel Quartiere Torre Spaccata – con Wi-Fi Ultraveloce,71.0,Entire home,4,4.9,TORRE SPACCATA
912149947256567836,Bohémien Angolo a Roma,280.0,Entire home,4,4.67,REGOLA
43966309,Autentico Monolocale vicino al Vaticano,75.0,Entire home,3,4.63,MONTE MARIO
23913120,Suggestivo Nido vicino al Gianicolo,159.0,Entire home,2,4.38,CASTRO PRETORIO
5909830,Incantevole Camera vicino al Castel Sant'Angelo,70.0,Private room,3,4.96,SPINACETO
12047593,Il Splendido Loft di Roma,80.0,Entire home,2,4.84,SAN PAOLO
754973405349871805,Elegante Casa nel Quartiere Acilia Nord – con Cortile Privato,146.0,Entire home,5,5.0,ACILIA NORD
51135718,Incantevole Villa vicino al Castel Sant'Angelo,525.0,Entire home,12,4.91,PRATI
1130461173462067210,Pittoresco Monolocale a Roma,100.0,Entire home,2,5.0,PALMAROLA
869440648365371008,Affascinante Trilocale vicino al Termini,55.0,Entire home,3,4.8,PIAN SACCOCCIA
20860724,Il Elegante Attico di Roma,110.0,Entire home,4,4.93,MONTEVERDE NUOVO
10032383,Bohémien Rifugio a Roma,196.0,Entire home,5,5.0,PONTE
50766753,Villa con Vista – nel Quartiere S. Maria Di Galeria,47.0,Entire home,6,4.9,S. MARIA DI GALERIA
1154976344203093681,Il Magico Casa di Roma,250.0,Entire home,4,5.0,S. ANGELO
971751180354885561,Vivace Nido nel Quartiere Villaggio Appio – Appena Ristrutturato,103.0,Entire home,2,4.81,VILLAGGIO APPIO
1110817047287434785,Incantevole Dimora nel Quartiere Monteverde Nuovo,148.0,Entire home,6,4.0,MONTEVERDE NUOVO
929582614719048698,Prezioso Monolocale vicino al Piazza Venezia,106.0,Entire home,2,4.14,MONTEVERDE NUOVO
30032117,Antico Suite ai Prati,159.0,Hotel room,3,1.0,PRATI
728179046501384128,Panoramico Appartamento vicino al Quirinale,83.0,Entire home,7,4.94,COLLE MATTIA
930441474801455112,Storico Perla a Roma,78.0,Entire home,5,4.65,DUE LEONI
1078734,Trilocale con Vista – nel Quartiere Ripa,140.0,Entire home,4,4.88,RIPA
836733605858798274,Dimora Grazioso nel Quartiere Cinecitta' Est,133.0,Entire home,7,4.98,CINECITTA' EST
32373001,Incantevole Dimora vicino al Colosseo,85.0,Entire home,4,4.21,TOR DI QUINTO
40319802,Elegante Nido vicino al Pincio,50.0,Private room,2,4.71,APPIO LATINO - ALBERONE
1049769850696638314,L'Atelier – Appartamento al Salario,346.0,Entire home,12,4.75,SALARIO
15270718,La Piccola Corte – Rifugio nel Quartiere Colle Del Sole,30.0,Private room,2,4.41,COLLE DEL SOLE
938249880167053646,Angolo Sofisticato nel Quartiere Casetta Mattei,67.0,Entire home,4,4.74,CASETTA MATTEI
918222667256313923,Elegante Stanza vicino al Termini,51.0,Private room,2,4.96,CENTOCELLE
754333609493628027,Dimora nel Quartiere Eur – Brillante e Centrale,320.0,Entire home,6,5.0,EUR
1024630781158266627,Elegante Villa nel Quartiere Parco Degli Acquedotti – Appena Ristrutturato,160.0,Entire home,6,4.0,PARCO DEGLI ACQUEDOTTI
33216478,Con Vista sui Tetti – Nido a Centocelle,55.0,Entire home,2,4.88,CENTOCELLE
811445277116418565,Rustico Bilocale nel Quartiere Malafede – con Parcheggio,77.0,Entire home,5,4.74,MALAFEDE
29233535,Stanza Vivace nel Quartiere Borgo,172.0,Private room,2,4.67,BORGO
1004151184699463163,Con Vista sui Tetti – Casa nel Quartiere La Sapienza Universita',124.0,Entire home,6,4.89,LA SAPIENZA UNIVERSITA'
38160369,Nido nel Quartiere Casal Brunori – Magico e Centrale,88.0,Entire home,2,5.0,CASAL BRUNORI
33702185,Loft Panoramico nel Quartiere Medaglie D'Oro,97.0,Entire home,4,4.5,MEDAGLIE D'ORO
720131241885070157,Arioso Dimora a Roma,85.0,Entire home,3,4.62,COLLE AURELIO
50511141,Studio con Vista – nel Quartiere Monte Del Marmo,120.0,Entire home,4,4.94,MONTE DEL MARMO
2066633,Sofisticato Rifugio nel Quartiere Parco Monte Ciocci,154.0,Private room,2,4.75,PARCO MONTE CIOCCI
675517389673067226,Accogliente Monolocale vicino al Pantheon,77.0,Entire home,2,5.0,MORENA
668614197990355728,Il Sofisticato Studio di Roma,83.0,Entire home,4,4.89,COLLE SALARIO
1023943009420981638,Sofisticato Monolocale vicino al Vaticano,70.0,Entire home,4,5.0,SCHIZZANELLO
29331082,Rustico Appartamento a Roma,73.0,Entire home,6,4.8,TORRE ANGELA
685333089311609984,Chic Casa vicino al Navona,120.0,Entire home,8,3.0,ESQUILINO
4367313,Vintage Trilocale a Roma,264.0,Entire home,5,4.45,MONTI
781570967211375740,Casa con Vista – nel Quartiere Saponara,90.0,Entire home,4,4.42,SAPONARA
13358081,Tra Arte e Storia – Casa nel Quartiere Nuova Romanina,136.0,Entire home,3,4.05,NUOVA ROMANINA
751167229754717746,Il Rustico Studio di Roma,154.0,Entire home,3,4.84,S. ANGELO
1130489446114233033,Appartamento Raffinato nel Quartiere Decima,68.0,Entire home,3,5.0,DECIMA
9664310,Bohémien Monolocale nel Quartiere Axa,60.0,Entire home,2,4.69,AXA
15226334,La Piccola Corte – Nido nel Quartiere Tecnopolo,83.0,Entire home,2,4.91,TECNOPOLO
1001880961973947758,Monolocale con Vista – nel Quartiere Finocchio,96.0,Entire home,4,5.0,FINOCCHIO
31381281,Il Cortile Segreto – Attico nel Rione Testaccio,87.0,Entire home,4,4.51,TESTACCIO
901385628285410963,Villa nel Quartiere Don Bosco – Chic e Centrale,150.0,Entire home,6,5.0,DON BOSCO
1139064820346678200,Mansarda Delizioso al Tuscolano,136.0,Entire home,3,4.67,TUSCOLANO
1118750505381339701,Sofisticato Villa nel Quartiere Due Leoni,130.0,Entire home,6,4.75,DUE LEONI
40862140,Raffinato Studio nel Quartiere Tenuta Dei Massimi,60.0,Entire home,2,5.0,TENUTA DEI MASSIMI
996914940751858947,Tra Arte e Storia – Perla nel Quartiere Alessandrino,91.0,Entire home,3,4.93,ALESSANDRINO
17439823,Vivace Loft a Roma,210.0,Entire home,5,4.73,TRIGORIA ALTA
21904045,Speciale Studio nel Quartiere San Godenzo – Appena Ristrutturato,61.0,Entire home,2,4.74,SAN GODENZO
1028227158703453956,Nido nel Quartiere Casal Del Marmo – Sereno e Centrale,51.0,Entire home,3,5.0,CASAL DEL MARMO
20967210,Caratteristico Camera vicino al Piazza Venezia,97.0,Private room,2,4.76,BALDUINA
899808966704427673,Il Rustico Loft di Roma,48.0,Entire home,2,4.67,INFERNETTO
